example_id                                                             | status | run_time        |
./spec/requests/products_spec.rb[1:2:2]                                | passed | 0.02936 seconds |
./spec/requests/taxons_spec.rb[1:1]                                    | passed | 0.03077 seconds |
./spec/requests/user_update_spec.rb[1:1:1]                             | passed | 0.00958 seconds |
./spec/requests/user_update_spec.rb[1:1:2]                             | passed | 0.00821 seconds |
./spec/requests/user_update_spec.rb[1:1:3]                             | passed | 0.00854 seconds |
./spec/system/address_spec.rb[1:1:1:1]                                 | passed | 0.57284 seconds |
./spec/system/address_spec.rb[1:1:2:1]                                 | passed | 0.55506 seconds |
./spec/system/address_spec.rb[1:1:3:1]                                 | passed | 0.62018 seconds |
./spec/system/address_spec.rb[1:2:1]                                   | passed | 0.55775 seconds |
./spec/system/authentication/account_spec.rb[1:1:1]                    | passed | 0.0308 seconds  |
./spec/system/authentication/account_spec.rb[1:1:2]                    | passed | 0.05961 seconds |
./spec/system/authentication/account_spec.rb[1:1:3]                    | passed | 0.04687 seconds |
./spec/system/authentication/change_email_spec.rb[1:1]                 | passed | 0.05334 seconds |
./spec/system/authentication/checkout_spec.rb[1:1]                     | passed | 4.81 seconds    |
./spec/system/authentication/checkout_spec.rb[1:2:1]                   | passed | 1.24 seconds    |
./spec/system/authentication/checkout_spec.rb[1:2:2]                   | passed | 1.26 seconds    |
./spec/system/authentication/checkout_spec.rb[1:2:3]                   | passed | 1.21 seconds    |
./spec/system/authentication/checkout_spec.rb[1:2:4]                   | passed | 1.19 seconds    |
./spec/system/authentication/confirmation_spec.rb[1:1]                 | passed | 0.28592 seconds |
./spec/system/authentication/password_reset_spec.rb[1:1:1]             | passed | 0.03365 seconds |
./spec/system/authentication/password_reset_spec.rb[1:2]               | passed | 0.01927 seconds |
./spec/system/authentication/sign_in_spec.rb[1:1]                      | passed | 0.04745 seconds |
./spec/system/authentication/sign_in_spec.rb[1:2]                      | passed | 0.01606 seconds |
./spec/system/authentication/sign_in_spec.rb[1:3]                      | passed | 0.02621 seconds |
./spec/system/authentication/sign_out_spec.rb[1:1]                     | passed | 0.52316 seconds |
./spec/system/authentication/sign_up_spec.rb[1:1:1]                    | passed | 0.02748 seconds |
./spec/system/authentication/sign_up_spec.rb[1:2:1]                    | passed | 0.01513 seconds |
./spec/system/automatic_promotion_adjustments_spec.rb[1:1:1]           | passed | 0.52988 seconds |
./spec/system/caching/products_spec.rb[1:1]                            | passed | 0.06016 seconds |
./spec/system/caching/products_spec.rb[1:2]                            | passed | 0.06769 seconds |
./spec/system/caching/products_spec.rb[1:3]                            | passed | 0.06764 seconds |
./spec/system/caching/products_spec.rb[1:4]                            | passed | 0.06343 seconds |
./spec/system/caching/products_spec.rb[1:5]                            | passed | 0.0604 seconds  |
./spec/system/caching/taxons_spec.rb[1:1]                              | passed | 0.02483 seconds |
./spec/system/caching/taxons_spec.rb[1:2]                              | passed | 0.02735 seconds |
./spec/system/cart_spec.rb[1:1]                                        | passed | 0.01136 seconds |
./spec/system/cart_spec.rb[1:2]                                        | passed | 0.3875 seconds  |
./spec/system/cart_spec.rb[1:3]                                        | passed | 0.403 seconds   |
./spec/system/cart_spec.rb[1:4]                                        | passed | 0.38886 seconds |
./spec/system/cart_spec.rb[1:5:1]                                      | passed | 0.07862 seconds |
./spec/system/checkout_confirm_insufficient_stock_spec.rb[1:1:1:1:1]   | passed | 0.446 seconds   |
./spec/system/checkout_confirm_insufficient_stock_spec.rb[1:1:2:1:1]   | passed | 0.48108 seconds |
./spec/system/checkout_confirm_insufficient_stock_spec.rb[1:1:2:1:2]   | passed | 0.97336 seconds |
./spec/system/checkout_spec.rb[1:1:1:1]                                | passed | 0.465 seconds   |
./spec/system/checkout_spec.rb[1:1:1:2]                                | passed | 0.52056 seconds |
./spec/system/checkout_spec.rb[1:1:2:1]                                | passed | 0.38202 seconds |
./spec/system/checkout_spec.rb[1:1:3:1]                                | passed | 0.79592 seconds |
./spec/system/checkout_spec.rb[1:1:4:1]                                | passed | 0.59099 seconds |
./spec/system/checkout_spec.rb[1:2:1:1:1]                              | passed | 0.54773 seconds |
./spec/system/checkout_spec.rb[1:2:1:2:1]                              | passed | 0.55024 seconds |
./spec/system/checkout_spec.rb[1:2:2:1:1]                              | passed | 0.57317 seconds |
./spec/system/checkout_spec.rb[1:2:2:2:1:1]                            | passed | 0.512 seconds   |
./spec/system/checkout_spec.rb[1:2:2:2:2:1]                            | passed | 0.50775 seconds |
./spec/system/checkout_spec.rb[1:3:1]                                  | passed | 0.40902 seconds |
./spec/system/checkout_spec.rb[1:4:1]                                  | passed | 0.74054 seconds |
./spec/system/checkout_spec.rb[1:5:1]                                  | passed | 0.36192 seconds |
./spec/system/checkout_spec.rb[1:5:2]                                  | passed | 0.50527 seconds |
./spec/system/checkout_spec.rb[1:6:1]                                  | passed | 0.28182 seconds |
./spec/system/checkout_spec.rb[1:6:2]                                  | passed | 0.29089 seconds |
./spec/system/checkout_spec.rb[1:7:1]                                  | passed | 0.5579 seconds  |
./spec/system/checkout_spec.rb[1:7:2]                                  | passed | 0.6807 seconds  |
./spec/system/checkout_spec.rb[1:8:1]                                  | passed | 1.75 seconds    |
./spec/system/checkout_spec.rb[1:9:1:1]                                | passed | 1.11 seconds    |
./spec/system/checkout_spec.rb[1:9:1:2]                                | passed | 1.47 seconds    |
./spec/system/checkout_spec.rb[1:9:2:1]                                | passed | 1.19 seconds    |
./spec/system/checkout_spec.rb[1:9:2:2]                                | passed | 1.43 seconds    |
./spec/system/checkout_spec.rb[1:10:1]                                 | passed | 1 second        |
./spec/system/checkout_spec.rb[1:10:2:1]                               | passed | 0.95056 seconds |
./spec/system/checkout_spec.rb[1:10:3:1]                               | passed | 1.05 seconds    |
./spec/system/checkout_spec.rb[1:11:1]                                 | passed | 0.91183 seconds |
./spec/system/checkout_spec.rb[1:12:1:1]                               | passed | 0.42783 seconds |
./spec/system/checkout_spec.rb[1:12:2:1]                               | passed | 0.42157 seconds |
./spec/system/checkout_spec.rb[1:13:1]                                 | passed | 0.62284 seconds |
./spec/system/checkout_spec.rb[1:13:2]                                 | passed | 0.65792 seconds |
./spec/system/checkout_spec.rb[1:14:1]                                 | passed | 0.91958 seconds |
./spec/system/checkout_spec.rb[1:14:2:1]                               | passed | 0.87857 seconds |
./spec/system/checkout_spec.rb[1:15:1]                                 | passed | 0.99046 seconds |
./spec/system/checkout_spec.rb[1:15:2]                                 | passed | 1.01 seconds    |
./spec/system/checkout_unshippable_spec.rb[1:1]                        | passed | 0.1482 seconds  |
./spec/system/coupon_code_spec.rb[1:1:1:1:1]                           | passed | 0.90968 seconds |
./spec/system/coupon_code_spec.rb[1:1:1:1:2]                           | passed | 1.07 seconds    |
./spec/system/coupon_code_spec.rb[1:1:1:1:3:1]                         | passed | 0.9361 seconds  |
./spec/system/coupon_code_spec.rb[1:1:1:2:1:1]                         | passed | 0.842 seconds   |
./spec/system/coupon_code_spec.rb[1:1:2:1]                             | passed | 0.40655 seconds |
./spec/system/coupon_code_spec.rb[1:1:2:2]                             | passed | 0.44037 seconds |
./spec/system/coupon_code_spec.rb[1:1:2:3]                             | passed | 0.41654 seconds |
./spec/system/coupon_code_spec.rb[1:1:2:4:1]                           | passed | 0.49419 seconds |
./spec/system/coupon_code_spec.rb[1:1:2:5]                             | passed | 0.4115 seconds  |
./spec/system/coupon_code_spec.rb[1:1:2:6:1]                           | passed | 0.8262 seconds  |
./spec/system/coupon_code_spec.rb[1:1:2:7:1]                           | passed | 0.9117 seconds  |
./spec/system/currency_spec.rb[1:1]                                    | passed | 0.07104 seconds |
./spec/system/first_order_promotion_spec.rb[1:1]                       | passed | 0.09885 seconds |
./spec/system/first_order_promotion_spec.rb[1:2]                       | passed | 0.88626 seconds |
./spec/system/free_shipping_promotions_spec.rb[1:1:1]                  | passed | 0.88684 seconds |
./spec/system/locale_spec.rb[1:1:1]                                    | passed | 0.01946 seconds |
./spec/system/order_spec.rb[1:1]                                       | passed | 0.0985 seconds  |
